PASSENGERS,DISTANCE,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,YEAR,QUARTER,MONTH
0.00,189.00,5X,United Parcel Service,14730,SDF,"Louisville, KY",KY,12917,LCK,"Columbus, OH",OH,2019,3,9
0.00,189.00,5X,United Parcel Service,14730,SDF,"Louisville, KY",KY,12917,LCK,"Columbus, OH",OH,2019,4,10
0.00,189.00,5X,United Parcel Service,14730,SDF,"Louisville, KY",KY,12917,LCK,"Columbus, OH",OH,2019,4,11
0.00,189.00,5X,United Parcel Service,14730,SDF,"Louisville, KY",KY,12917,LCK,"Columbus, OH",OH,2019,4,12
0.00,189.00,5Y,Atlas Air Inc.,14730,SDF,"Louisville, KY",KY,12917,LCK,"Columbus, OH",OH,2019,4,12
0.00,189.00,FX,Federal Express Corporation,14730,SDF,"Louisville, KY",KY,12917,LCK,"Columbus, OH",OH,2019,4,11
0.00,189.00,KD,Western Global,12917,LCK,"Columbus, OH",OH,14730,SDF,"Louisville, KY",KY,2019,1,2
0.00,192.00,AMQ,Ameristar Air Cargo,11042,CLE,"Cleveland, OH",OH,10792,BUF,"Buffalo, NY",NY,2019,2,6
0.00,192.00,C5,CommuteAir LLC dba CommuteAir,11042,CLE,"Cleveland, OH",OH,10792,BUF,"Buffalo, NY",NY,2019,4,10
0.00,192.00,C5,CommuteAir LLC dba CommuteAir,11042,CLE,"Cleveland, OH",OH,10792,BUF,"Buffalo, NY",NY,2019,4,11
0.00,192.00,C5,CommuteAir LLC dba CommuteAir,11042,CLE,"Cleveland, OH",OH,10792,BUF,"Buffalo, NY",NY,2019,4,12
0.00,192.00,WN,Southwest Airlines Co.,11042,CLE,"Cleveland, OH",OH,10792,BUF,"Buffalo, NY",NY,2019,4,12
0.00,195.00,GFQ,Gulf And Caribbean Cargo,11267,DAY,"Dayton, OH",OH,14275,PTK,"Pontiac, MI",MI,2019,4,12
